url,title,price,sales
https://www.etsy.com/listing/1271761013/thank-you-keepsake-ks16-personalised?click_key=36ce7176f77c2d1708795f133bb3c9ca3113e864%3A1271761013&click_sum=acc64a60&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=gift+for+women&ref=search_grid-227219-1-38&edd=1&pop=1,Thank You Keepsake KS16 | Personalised Thank You Gift | Gift To Say Thank You | Ceramic Heart Keepsake | Thank You Present,194336,4482
https://www.etsy.com/listing/1277154548/custom-best-friend-portrait-faceless?click_key=5b3fc644a75c05250115e96d27a50e007a8cb11c%3A1277154548&click_sum=d2605336&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=gift+for+women&ref=search_grid-227219-1-39&frs=1&edd=1&pop=1&sts=1,"Custom Best Friend Portrait, Faceless Digital Portrait, Custom Cartoon Portrait, Best Friend Birthday Gift, Personalized Portrait From Photo",175159,366
https://www.etsy.com/listing/1173411836/funny-mother-pillow-funny-father-gift?click_key=cca1aebba017317cbf39b7d651b8ccce72054890%3A1173411836&click_sum=b02b26c0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=gift+for+women&ref=search_grid-227219-1-40&pro=1&edd=1&sts=1,"Funny Mother Pillow, Funny Father Gift, Favorite Child Pillow, Funny Mom Gift, Funny Dad Gift, Mothers Day Gift Idea, Humorous Present Gift",157643,667
https://www.etsy.com/listing/239817282/personalized-starbucks-cup-gift-for?click_key=a71fc6bc5c3dd0a8be4c33c94a05b362f59d9faa%3A239817282&click_sum=b1adb5f3&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=gift+for+women&ref=search_grid-227219-1-41&pro=1,"Personalized Starbucks Cup Gift for Women and Teens, Back to School Gifts for Teachers, Coffee Lover Gift, Custom Eco Friendly Coffee Mug",54140,3100
https://www.etsy.com/listing/927799194/naughty-gift-for-him-naughty-scratch?click_key=095198117669d9408b1a6af2aee1896be3bfca7a%3A927799194&click_sum=a2fb42f2&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=gift+for+women&ref=search_grid-227219-1-42&edd=1&pop=1,"Naughty Gift for Him, Naughty Scratch Card, Adult Scratch Card, Birthday Gift for him, Adult Gift for Boyfriend, Rude Gift for Him",58398,8506
https://www.etsy.com/listing/918508720/monogram-purse-personalised-card-holder?click_key=34ba8f9c02fe525ab2f47714af8e3a9ac931f036%3A918508720&click_sum=aeffca78&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=gift+for+women&ref=search_grid-227219-1-43&edd=1&pop=1,Monogram purse | Personalised card holder | Women's wallet | personalized thank you gift | minimalist wallet | personalised gift for her,195117,6393
https://www.etsy.com/listing/1234643087/personalized-minimalist-name-necklace?click_key=dca80a5f75ae432b09a9b419d58a866038a214b1%3A1234643087&click_sum=a327fa4e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=gift+for+women&ref=search_grid-227219-1-44&pro=1&edd=1&sts=1,"Personalized Minimalist Name Necklace, Custom Sterling Silver Name Necklace, Gold Name Jewelry, Gift for Her, Birthday Gift, Christmas Gift",273242,2298
https://www.etsy.com/listing/740184848/initial-bracelet-personalised-jewellery?click_key=f476e1996d58d9536efa58c5efe6ae914d1c4e8f%3A740184848&click_sum=b47afa95&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=gift+for+women&ref=search_grid-227219-1-45&pro=1&edd=1,"initial bracelet, personalised jewellery, custom jewelry, Valentines gift for her, gift for him, couple gift, charm bracelet, engraved gifts",191406,3073
https://www.etsy.com/listing/752736968/personalized-makeup-bag-personalized?click_key=81aba87785a49b058bffe1e2bb9321a0d837ccd0%3A752736968&click_sum=cf64e26b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=gift+for+women&ref=search_grid-227219-1-46&pro=1&edd=1&sts=1,"Personalized Makeup Bag, Personalized Toiletry Bag, Mothers Day Gift for Her, Personalized Gift for Mom, Wife, Friends, Best Friend, BFF Day",152548,7008
https://www.etsy.com/listing/1086207125/personalised-couple-print-couples-gift?click_key=2fae8ed23e4f30cceee60745ec85079d477017fe%3A1086207125&click_sum=5550d2d1&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=gift+for+women&ref=search_grid-227219-1-47&pro=1&edd=1,"Personalised Couple Print, Couples Gift, Gift for Her, Boyfriend Girlfriend Print, Customised Couple, Anniversary Gift, Valentine, Christmas",124609,4636
https://www.etsy.com/listing/1297214014/personalized-christmas-gifts-for-women?click_key=83a1079775c439bde51e8cf48d3f2bca02bd4973%3A1297214014&click_sum=08b6da7b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=gift+for+women&ref=search_grid-227219-1-48&pro=1&edd=1&sts=1,Personalized Christmas Gifts for Women Christmas Gifts for Coworkers (Female) Coworker Gift for Her Bulk Christmas Gifts Colleague Gift Xmas,152548,7008
